fighter_name,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,ufc_wins,ufc_losses,ufc_kos,ufc_submissions,td_acc_float,td_def_float,win_rate,ko_rate,sub_rate,striking_eff,grappling
Jeremy Larsen,8,5,0,4.87,48.0,5.75,57%,2.49,33%,0%,0.0,0,3,0,0,0.33,0.0,0.0,0.0,0.0,0.8324786324786325,0.33
Ronnie Lawrence,8,2,0,2.78,56.0,1.75,52%,6.75,77%,45%,0.2,2,1,1,0,0.77,0.45,0.6666664444445185,0.499999750000125,0.0,1.5027027027027025,0.42350000000000004
Cory Walmsley,8,2,0,0.79,100.0,1.18,50%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6171875,0.0
Santiago Luna,8,0,0,8.2,54.0,3.82,71%,4.21,83%,50%,0.8,2,0,1,0,0.83,0.5,0.99999950000025,0.499999750000125,0.0,2.0918367346938775,0.415
Mike Lullo,8,3,0,2.48,36.0,4.84,40%,1.18,11%,0%,0.6,0,2,0,0,0.11,0.0,0.0,0.0,0.0,0.5020242914979758,0.11
Michel Quinones,8,3,0,2.91,29.0,5.98,48%,0.0,0%,36%,0.0,0,2,0,0,0.0,0.36,0.0,0.0,0.0,0.4786184210526316,0.0
Vinicius Queiroz,8,4,0,3.67,51.0,4.1,41%,5.07,70%,100%,0.7,0,1,0,0,0.7,1.0,0.0,0.0,0.0,0.8738095238095239,0.0
James Bochnovic,8,3,0,0.65,26.0,3.64,21%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.17379679144385027,0.0
Kyle Bochniak,8,5,0,2.63,31.0,5.11,58%,1.14,15%,62%,0.0,2,5,0,0,0.15,0.62,0.285714244897965,0.0,0.0,0.5047984644913628,0.056999999999999995
Keiichiro Nakamura,8,1,0,4.48,41.0,4.28,63%,0.0,0%,78%,0.0,1,0,1,0,0.0,0.78,0.9999990000010001,0.9999990000010001,0.0,1.0228310502283107,0.0
Tom Murphy,8,0,0,2.5,71.0,0.17,84%,7.51,85%,0%,2.5,1,0,1,0,0.85,0.0,0.9999990000010001,0.9999990000010001,0.0,9.25925925925926,0.85
Cody Haddon,8,1,0,9.2,51.0,3.47,64%,2.48,37%,83%,0.8,1,0,0,0,0.37,0.83,0.9999990000010001,0.0,0.0,2.5770308123249297,0.06290000000000001
Gaston Bolanos,8,5,0,3.28,49.0,2.4,50%,0.66,100%,42%,0.0,2,2,0,0,1.0,0.42,0.49999987500003124,0.0,0.0,1.3119999999999998,0.5800000000000001
Mandy Bohm,8,2,0,2.51,45.0,3.24,60%,0.72,18%,75%,0.7,1,2,0,0,0.18,0.75,0.33333322222225925,0.0,0.0,0.7514970059880238,0.045
Blake Bilder,8,2,1,3.81,48.0,4.15,53%,0.31,7%,71%,0.6,1,2,0,0,0.07,0.71,0.33333322222225925,0.0,0.0,0.8964705882352941,0.020300000000000006
Caio Machado,8,4,1,5.82,53.0,2.87,63%,0.0,0%,82%,0.0,0,3,0,0,0.0,0.82,0.0,0.0,0.0,1.9595959595959596,0.0
Renee Forte,8,4,0,2.08,32.0,2.12,63%,2.32,58%,66%,0.0,1,3,0,0,0.58,0.66,0.24999993750001562,0.0,0.0,0.9369369369369369,0.19719999999999996
Marco Polo Reyes,8,7,0,6.0,37.0,5.52,59%,0.0,0%,46%,0.0,4,4,3,0,0.0,0.46,0.4999999375000079,0.7499998125000469,0.0,1.0676156583629894,0.0
Klaudia Sygula,8,2,0,7.27,48.0,5.5,56%,0.41,12%,40%,0.0,2,1,0,0,0.12,0.4,0.6666664444445185,0.0,0.0,1.2982142857142858,0.072
DeAnna Bennett,8,3,1,3.13,58.0,3.27,58%,0.0,0%,0%,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9287833827893175,0.0
Justin Willis,8,2,0,3.37,59.0,2.57,57%,0.96,66%,36%,0.0,4,1,1,0,0.66,0.36,0.799999840000032,0.24999993750001562,0.0,1.2621722846441947,0.42240000000000005
Michal Figlak,8,2,0,4.0,39.0,4.93,52%,0.5,12%,57%,0.0,0,2,0,0,0.12,0.57,0.0,0.0,0.0,0.7952286282306164,0.05160000000000001
John Cholish,8,3,0,2.65,49.0,2.29,73%,1.82,31%,78%,0.4,1,2,1,0,0.31,0.78,0.33333322222225925,0.9999990000010001,0.0,1.108786610878661,0.0682
Mark Choinski,8,1,0,3.87,50.0,7.33,33%,2.0,18%,0%,0.0,0,1,0,0,0.18,0.0,0.0,0.0,0.0,0.5208613728129207,0.18
Sako Chivitchian,8,1,0,2.4,27.0,4.8,46%,0.0,0%,100%,0.0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.489795918367347,0.0
Carlos Mota,8,2,0,0.8,41.0,1.13,54%,0.0,0%,50%,1.0,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.6504065040650407,0.0
Antoni Hardonk,8,6,0,3.4,61.0,3.07,46%,0.0,0%,40%,0.9,4,4,4,0,0.0,0.4,0.4999999375000079,0.9999997500000625,0.0,1.0725552050473186,0.0
KB Bhullar,8,2,0,4.31,49.0,5.39,45%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.7850637522768671,0.0
Patrick Williams,8,6,0,4.12,51.0,4.12,52%,2.71,41%,100%,0.5,1,3,0,1,0.41,1.0,0.24999993750001562,0.0,0.9999990000010001,0.9763033175355451,0.0
Teemu Packalen,8,3,0,2.57,54.0,3.91,47%,2.31,25%,100%,1.5,1,3,0,1,0.25,1.0,0.24999993750001562,0.0,0.9999990000010001,0.6408977556109725,0.0
Nick Pace,8,3,0,1.48,34.0,3.14,57%,2.52,43%,54%,0.5,1,2,0,1,0.43,0.54,0.33333322222225925,0.0,0.9999990000010001,0.4567901234567901,0.19779999999999998
Roberto Romero,8,5,1,4.56,49.0,6.44,44%,0.0,0%,71%,0.0,0,2,0,0,0.0,0.71,0.0,0.0,0.0,0.6972477064220183,0.0
Paige VanZant,8,5,0,3.35,52.0,2.62,42%,1.27,33%,34%,1.0,5,4,2,2,0.33,0.34,0.5555554938271674,0.399999920000016,0.399999920000016,1.2316176470588234,0.2178
Christian Colombo,8,3,1,2.76,44.0,4.02,42%,0.0,0%,33%,0.0,0,2,0,0,0.0,0.33,0.0,0.0,0.0,0.6699029126213593,0.0
John Cofer,8,4,0,2.73,41.0,3.43,62%,1.22,50%,64%,0.0,0,2,0,0,0.5,0.64,0.0,0.0,0.0,0.7733711048158639,0.18
Luis Pajuelo,8,2,0,6.03,57.0,8.2,52%,0.0,0%,66%,0.0,0,1,0,0,0.0,0.66,0.0,0.0,0.0,0.7265060240963856,0.0
John Marsh,8,7,0,0.83,42.0,2.23,40%,0.43,100%,54%,0.4,0,1,0,0,1.0,0.54,0.0,0.0,0.0,0.3562231759656652,0.45999999999999996
Christian Morecraft,8,3,0,2.82,34.0,2.46,46%,3.26,66%,50%,2.2,1,3,0,1,0.66,0.5,0.24999993750001562,0.0,0.9999990000010001,1.1015625,0.33
Mike van Arsdale,8,5,0,1.52,41.0,1.91,41%,1.06,14%,37%,0.0,2,2,0,1,0.14,0.37,0.49999987500003124,0.0,0.499999750000125,0.7562189054726369,0.08820000000000001
Sijara Eubanks,8,7,0,4.3,43.0,3.43,57%,1.9,44%,66%,0.3,5,5,1,0,0.44,0.66,0.499999950000005,0.199999960000008,0.0,1.2181303116147308,0.14959999999999998
Josefine Knutsson,8,1,0,4.24,51.0,2.13,54%,1.6,72%,35%,0.0,2,1,0,0,0.72,0.35,0.6666664444445185,0.0,0.0,1.9013452914798208,0.46799999999999997
Pat Barry,8,7,0,2.72,52.0,3.54,59%,0.0,0%,76%,0.2,5,7,4,0,0.0,0.76,0.41666663194444736,0.799999840000032,0.0,0.7472527472527473,0.0
Alan Baudot,8,3,0,5.36,58.0,4.82,46%,0.0,0%,62%,0.0,0,3,0,0,0.0,0.62,0.0,0.0,0.0,1.0894308943089432,0.0
Dione Barbosa,8,4,0,2.27,45.0,2.45,66%,2.23,42%,50%,1.9,2,2,0,1,0.42,0.5,0.49999987500003124,0.0,0.499999750000125,0.8901960784313725,0.21
Richie Hightower,8,4,0,4.62,35.0,6.92,21%,3.46,100%,100%,0.0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.6581196581196582,0.0
Josh Hokit,8,0,0,6.07,66.0,0.83,66%,8.74,46%,100%,0.0,2,0,2,0,0.46,1.0,0.99999950000025,0.99999950000025,0.0,6.526881720430108,0.0
Joseph Holmes,8,4,0,2.88,53.0,3.08,54%,1.49,40%,50%,0.8,1,3,0,1,0.4,0.5,0.24999993750001562,0.0,0.9999990000010001,0.9056603773584905,0.2
Yoshinori Horie,8,2,0,2.76,49.0,5.65,48%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
Dorian Price,8,5,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,8,2,0,1.3,34.0,3.47,45%,1.5,25%,38%,0.5,0,2,0,0,0.25,0.38,0.0,0.0,0.0,0.3641456582633053,0.155
Melsik Baghdasaryan,8,3,0,5.04,59.0,3.14,56%,0.0,0%,72%,0.0,3,2,1,0,0.0,0.72,0.599999880000024,0.33333322222225925,0.0,1.5555555555555554,0.0
Marco Beltran,8,6,0,2.07,37.0,1.93,63%,0.7,50%,46%,0.2,3,3,0,1,0.5,0.46,0.49999991666668053,0.0,0.33333322222225925,1.019704433497537,0.27
Jared Rollins,8,4,0,3.33,57.0,2.41,39%,2.5,50%,50%,1.2,0,1,0,0,0.5,0.5,0.0,0.0,0.0,1.3266932270916334,0.25
Orion Cosce,8,2,0,2.77,53.0,4.02,44%,1.92,40%,61%,0.0,1,2,0,0,0.4,0.61,0.33333322222225925,0.0,0.0,0.6723300970873788,0.15600000000000003
Matthew Riddle,8,3,0,3.01,42.0,2.74,54%,3.51,50%,89%,0.5,7,3,1,0,0.5,0.89,0.699999930000007,0.1428571224489825,0.0,1.0598591549295773,0.05499999999999999
Michael McBride,8,3,0,4.08,48.0,5.85,40%,1.85,42%,30%,1.2,0,2,0,0,0.42,0.3,0.0,0.0,0.0,0.6857142857142858,0.294
Brendon Marotte,8,3,0,0.41,50.0,5.7,28%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0706896551724138,0.0
Christina Marks,8,9,0,5.0,58.0,3.0,64%,7.5,100%,0%,0.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.6129032258064515,1.0
Melissa Martinez,8,2,0,3.78,47.0,5.21,53%,0.35,50%,50%,0.0,1,2,0,0,0.5,0.5,0.33333322222225925,0.0,0.0,0.711864406779661,0.25
Suman Mokhtarian,8,5,0,2.21,43.0,6.85,48%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.3179856115107914,0.0
Abdul Rakhman Yakhyaev,8,0,0,20.95,78.0,0.95,75%,14.29,100%,100%,14.3,1,0,0,1,1.0,1.0,0.9999990000010001,0.0,0.9999990000010001,19.952380952380953,0.0
Felipe Silva,8,2,0,5.4,50.0,1.8,59%,1.0,100%,71%,0.0,1,2,1,0,1.0,0.71,0.33333322222225925,0.9999990000010001,0.0,2.8421052631578947,0.29000000000000004
Tony Kelley,8,3,0,5.55,47.0,4.85,45%,0.0,0%,52%,1.4,2,2,1,0,0.0,0.52,0.49999987500003124,0.499999750000125,0.0,1.1212121212121213,0.0
Regina Tarin,8,0,0,7.6,47.0,7.0,57%,1.0,33%,50%,0.0,1,0,0,0,0.33,0.5,0.9999990000010001,0.0,0.0,1.0704225352112675,0.165
Matt Sayles,8,4,0,4.83,41.0,2.81,61%,0.36,16%,81%,0.7,1,3,0,1,0.16,0.81,0.24999993750001562,0.0,0.9999990000010001,1.6597938144329896,0.030399999999999993
Jacob Kilburn,8,4,0,2.56,33.0,6.78,35%,0.51,5%,20%,0.5,0,2,0,0,0.05,0.2,0.0,0.0,0.0,0.37209302325581395,0.04000000000000001
Nick Maximov,8,2,0,1.93,45.0,2.64,46%,4.16,45%,35%,0.2,2,2,0,0,0.45,0.35,0.49999987500003124,0.0,0.0,0.7043795620437956,0.29250000000000004
Colby Thicknesse,8,1,0,3.33,42.0,2.8,50%,1.0,9%,50%,0.5,1,1,0,0,0.09,0.5,0.499999750000125,0.0,0.0,1.1482758620689655,0.045
Stephanie Egger,8,5,0,2.2,46.0,2.48,52%,2.48,42%,50%,0.6,3,4,1,2,0.42,0.5,0.4285713673469475,0.33333322222225925,0.6666664444445185,0.8527131782945737,0.21
Cory McKenna,8,4,0,2.94,38.0,3.68,46%,2.0,47%,75%,0.4,3,3,0,1,0.47,0.75,0.49999991666668053,0.0,0.33333322222225925,0.7777777777777777,0.1175
Cody Donovan,8,5,0,5.61,59.0,5.44,45%,1.67,28%,0%,1.7,1,3,1,0,0.28,0.0,0.24999993750001562,0.9999990000010001,0.0,1.0126353790613718,0.28
Aalon Cruz,8,4,0,7.58,39.0,8.88,58%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.844097995545657,0.0
Marcio Cruz,8,3,0,2.92,46.0,1.51,68%,0.53,7%,37%,1.6,2,2,1,1,0.07,0.37,0.49999987500003124,0.499999750000125,0.499999750000125,1.8136645962732918,0.04410000000000001
Zelim Imadaev,8,3,0,2.91,36.0,4.35,43%,0.38,50%,60%,0.0,0,3,0,0,0.5,0.6,0.0,0.0,0.0,0.653932584269663,0.2
Khadis Ibragimov,8,4,0,3.55,49.0,4.26,47%,0.97,30%,80%,0.3,0,4,0,0,0.3,0.8,0.0,0.0,0.0,0.8142201834862386,0.059999999999999984
Collin Anglin,8,3,0,4.59,48.0,5.54,51%,2.28,66%,100%,0.0,0,2,0,0,0.66,1.0,0.0,0.0,0.0,0.8138297872340425,0.0
David Teymur,8,2,0,4.69,43.0,3.53,55%,0.94,33%,77%,0.0,5,1,2,0,0.33,0.77,0.8333331944444675,0.399999920000016,0.0,1.2920110192837466,0.0759
Felipe dos Santos,8,3,0,3.75,39.0,3.8,41%,0.0,0%,20%,0.5,1,3,0,0,0.0,0.2,0.24999993750001562,0.0,0.0,0.9615384615384616,0.0
Viktoriia Dudakova,8,2,0,2.87,47.0,3.4,50%,2.73,35%,33%,0.0,2,2,1,0,0.35,0.33,0.49999987500003124,0.499999750000125,0.0,0.8200000000000001,0.23449999999999996
Kleydson Rodrigues,8,4,0,4.58,57.0,2.29,53%,0.6,22%,53%,0.6,1,3,1,0,0.22,0.53,0.24999993750001562,0.9999990000010001,0.0,1.9163179916317992,0.10339999999999999
Chris Cope,8,4,0,3.96,26.0,4.82,50%,0.0,0%,80%,0.0,1,2,0,0,0.0,0.8,0.33333322222225925,0.0,0.0,0.8048780487804879,0.0
Jay Cucciniello,8,1,0,0.93,21.0,4.73,36%,0.0,0%,71%,0.0,0,1,0,0,0.0,0.71,0.0,0.0,0.0,0.19254658385093168,0.0
Adam Milstead,8,4,0,3.85,46.0,4.79,43%,0.0,0%,64%,0.0,1,2,1,0,0.0,0.64,0.33333322222225925,0.9999990000010001,0.0,0.7873210633946831,0.0
Roman Mitichyan,8,3,0,0.26,16.0,2.7,43%,1.93,100%,25%,1.9,1,1,0,1,1.0,0.25,0.499999750000125,0.0,0.9999990000010001,0.09285714285714285,0.75
Anthony Ivy,8,4,0,2.5,42.0,4.57,51%,4.69,20%,100%,0.0,0,2,0,0,0.2,1.0,0.0,0.0,0.0,0.5353319057815846,0.0
CJ Keith,8,4,0,0.86,50.0,1.82,50%,0.0,0%,62%,0.0,0,2,0,0,0.0,0.62,0.0,0.0,0.0,0.44791666666666663,0.0
Liana Jojua,8,5,0,2.42,30.0,5.32,54%,1.71,66%,50%,1.3,1,3,0,1,0.66,0.5,0.24999993750001562,0.0,0.9999990000010001,0.44649446494464945,0.33
Scott Adams,8,1,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,1,0,0,1,0.0,0.0,0.9999990000010001,0.0,0.9999990000010001,0.0,0.0
Rodrigo de Lima,8,3,1,1.29,33.0,5.5,32%,2.66,36%,0%,1.3,0,2,0,0,0.36,0.0,0.0,0.0,0.0,0.23035714285714287,0.36
Martin Day,8,6,0,3.97,45.0,3.79,53%,0.72,60%,65%,0.5,0,4,0,0,0.6,0.65,0.0,0.0,0.0,1.0205655526992288,0.21
Cindy Dandois,8,3,0,3.13,32.0,3.4,58%,5.0,55%,0%,0.0,0,1,0,0,0.55,0.0,0.0,0.0,0.0,0.8942857142857142,0.55
Cale Yarbrough,8,3,0,3.16,27.0,10.0,72%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.31287128712871287,0.0
Alen Amedovski,8,4,0,0.99,30.0,3.85,46%,0.0,0%,0%,0.0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.25063291139240507,0.0
Domingo Pilarte,8,3,0,1.31,47.0,2.96,40%,1.2,42%,54%,0.8,0,2,0,0,0.42,0.54,0.0,0.0,0.0,0.4281045751633987,0.19319999999999998
Stewart Nicoll,8,2,0,3.0,34.0,6.69,48%,2.55,14%,25%,0.0,0,2,0,0,0.14,0.25,0.0,0.0,0.0,0.4418262150220913,0.10500000000000001
Bo Nickal,8,1,0,3.35,61.0,2.07,59%,3.1,55%,100%,2.5,5,1,2,2,0.55,1.0,0.8333331944444675,0.399999920000016,0.399999920000016,1.543778801843318,0.0
Mackens Semerzier,8,4,0,2.91,45.0,3.48,46%,2.14,50%,50%,2.1,1,1,0,1,0.5,0.5,0.499999750000125,0.0,0.9999990000010001,0.8128491620111732,0.25
Jonathan Meunier,8,1,0,3.47,50.0,1.43,69%,0.58,33%,58%,0.0,1,1,0,0,0.33,0.58,0.499999750000125,0.0,0.0,2.2679738562091503,0.13860000000000003
Jose Torres,8,1,0,4.37,36.0,9.84,50%,1.28,33%,75%,0.0,1,1,1,0,0.33,0.75,0.499999750000125,0.9999990000010001,0.0,0.4396378269617707,0.0825
Eddie Mendez,8,3,1,1.71,33.0,3.43,11%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.4844192634560906,0.0
Igor Severino,8,1,0,7.17,52.0,4.33,47%,9.69,71%,50%,0.0,0,1,0,0,0.71,0.5,0.0,0.0,0.0,1.6185101580135441,0.355
Ashley Yoder,8,9,0,3.42,39.0,4.13,47%,1.09,27%,66%,0.6,3,8,0,0,0.27,0.66,0.2727272479338866,0.0,0.0,0.8085106382978724,0.09179999999999999
Lucas Alexander,8,5,0,4.69,57.0,2.87,56%,0.0,0%,60%,0.0,1,3,0,0,0.0,0.6,0.24999993750001562,0.0,0.0,1.5791245791245792,0.0
Wes Schultz,8,3,0,4.6,43.0,4.97,45%,4.52,25%,0%,1.1,0,1,0,0,0.25,0.0,0.0,0.0,0.0,0.9072978303747535,0.25
Scott Junk,8,3,1,5.13,60.0,1.81,45%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.6858638743455496,0.0
Nick Aguirre,7,2,0,0.73,33.0,2.89,45%,1.16,20%,33%,0.6,0,2,0,0,0.2,0.33,0.0,0.0,0.0,0.24414715719063543,0.13399999999999998
Anton Zafir,7,3,0,2.99,64.0,2.31,52%,6.11,60%,0%,0.0,0,2,0,0,0.6,0.0,0.0,0.0,0.0,1.2406639004149378,0.6
Hamdy Abdelwahab,7,1,0,4.27,55.0,3.67,51%,3.25,65%,100%,0.0,2,1,0,0,0.65,1.0,0.6666664444445185,0.0,0.0,1.1326259946949602,0.0
Besam Yousef,7,4,0,3.14,53.0,3.98,38%,1.33,66%,50%,0.0,0,2,0,0,0.66,0.5,0.0,0.0,0.0,0.7696078431372549,0.33
Ivana Petrovic,7,3,0,1.91,41.0,2.05,56%,2.12,38%,61%,0.8,1,3,0,1,0.38,0.61,0.24999993750001562,0.0,0.9999990000010001,0.8883720930232558,0.1482
Talita Alencar,7,1,1,2.91,37.0,3.36,55%,3.02,26%,66%,0.6,3,1,0,1,0.26,0.66,0.7499998125000469,0.0,0.33333322222225925,0.8410404624277457,0.08839999999999999
Oliver Enkamp,7,2,0,2.38,36.0,3.55,37%,0.87,16%,0%,0.0,0,2,0,0,0.16,0.0,0.0,0.0,0.0,0.6520547945205479,0.16
Lara Procopio,7,2,0,5.64,58.0,6.5,47%,3.15,47%,50%,0.3,1,2,0,0,0.47,0.5,0.33333322222225925,0.0,0.0,0.8545454545454545,0.235
Zac Pauga,7,3,0,4.46,62.0,2.73,58%,0.38,7%,100%,0.0,1,3,0,0,0.07,1.0,0.24999993750001562,0.0,0.0,1.5759717314487631,0.0
Nick Serra,7,3,0,0.0,0.0,1.73,43%,1.0,10%,0%,2.0,0,1,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Tra Telligman,7,5,1,1.83,35.0,3.02,56%,0.87,100%,80%,0.0,1,4,0,1,1.0,0.8,0.199999960000008,0.0,0.9999990000010001,0.5865384615384616,0.19999999999999996
Tom Egan,7,5,0,0.0,0.0,3.91,50%,0.0,0%,28%,0.0,0,1,0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
Daniel Teymur,7,4,0,3.08,46.0,3.93,56%,0.56,18%,60%,0.3,1,4,0,0,0.18,0.6,0.199999960000008,0.0,0.0,0.7642679900744417,0.072
Steven Asplund,7,1,0,19.93,58.0,7.49,57%,0.0,0%,100%,0.0,1,0,1,0,0.0,1.0,0.9999990000010001,0.9999990000010001,0.0,2.6258234519104082,0.0
Landon Quinones,7,3,1,6.77,40.0,7.7,55%,0.5,33%,100%,0.0,0,2,0,0,0.33,1.0,0.0,0.0,0.0,0.8679487179487179,0.0
Ravena Oliveira,7,3,1,1.4,29.0,2.8,50%,1.08,66%,50%,0.0,0,2,0,0,0.66,0.5,0.0,0.0,0.0,0.48275862068965514,0.33
Romie Aram,7,1,0,1.8,35.0,2.83,50%,2.5,62%,83%,0.0,0,1,0,0,0.62,0.83,0.0,0.0,0.0,0.6143344709897611,0.10540000000000002
Angel Pacheco,7,4,0,7.58,36.0,10.56,41%,0.33,50%,16%,0.0,0,2,0,0,0.5,0.16,0.0,0.0,0.0,0.7110694183864915,0.42
Iwo Baraniewski,7,0,0,14.31,68.0,17.61,42%,0.0,0%,100%,0.0,1,0,1,0,0.0,1.0,0.9999990000010001,0.9999990000010001,0.0,0.8080180688876341,0.0
Shauna Bannon,7,2,0,4.32,43.0,3.75,45%,0.0,0%,40%,0.7,2,2,0,1,0.0,0.4,0.49999987500003124,0.0,0.499999750000125,1.1220779220779222,0.0
Joey Gomez,7,1,0,3.73,49.0,3.33,50%,2.0,28%,0%,0.0,0,2,0,0,0.28,0.0,0.0,0.0,0.0,1.0874635568513118,0.28
Zachary Scroggin,7,1,0,2.4,37.0,8.8,68%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.2696629213483146,0.0
Isaac Dulgarian,7,2,0,2.99,63.0,1.65,40%,4.57,50%,0%,1.8,2,2,1,1,0.5,0.0,0.49999987500003124,0.499999750000125,0.499999750000125,1.7085714285714286,0.5
Anshul Jubli,7,2,0,6.42,46.0,5.72,50%,0.81,18%,63%,0.4,1,2,1,0,0.18,0.63,0.33333322222225925,0.9999990000010001,0.0,1.1030927835051547,0.06659999999999999
Robert Drysdale,7,0,0,0.0,0.0,0.0,0%,7.32,100%,0%,21.9,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Guto Inocente,7,4,0,4.13,66.0,2.92,54%,0.67,33%,66%,0.7,0,2,0,0,0.33,0.66,0.0,0.0,0.0,1.3675496688741722,0.1122
Val Woodburn,7,2,0,1.6,35.0,4.93,36%,1.92,100%,50%,0.0,0,2,0,0,1.0,0.5,0.0,0.0,0.0,0.3180914512922466,0.5
Brandon Wolff,7,5,0,0.47,33.0,10.91,19%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.04268846503178928,0.0
Bec Rawlings,7,8,0,4.48,42.0,5.66,57%,0.71,40%,68%,0.4,2,5,0,1,0.4,0.68,0.285714244897965,0.0,0.499999750000125,0.7777777777777779,0.12799999999999997
Deron Winn,7,3,0,4.55,44.0,6.21,46%,4.28,52%,40%,0.0,2,3,0,0,0.52,0.4,0.399999920000016,0.0,0.0,0.7210776545166403,0.312
Jonathan Wilson,7,3,0,2.92,48.0,5.65,56%,0.37,100%,80%,0.0,1,3,1,0,1.0,0.8,0.24999993750001562,0.9999990000010001,0.0,0.5078260869565218,0.19999999999999996
Alex Nicholson,7,4,0,4.12,43.0,4.65,47%,0.0,0%,50%,0.5,1,3,1,0,0.0,0.5,0.24999993750001562,0.9999990000010001,0.0,0.8673684210526316,0.0
Justine Kish,7,4,0,4.51,48.0,4.59,57%,0.87,33%,50%,0.1,3,4,0,0,0.33,0.5,0.4285713673469475,0.0,0.0,0.9616204690831557,0.165
AJ Dobson,7,3,0,4.29,46.0,5.31,46%,1.67,75%,65%,0.3,1,3,0,0,0.75,0.65,0.24999993750001562,0.0,0.0,0.7929759704251388,0.26249999999999996
Aleksandre Topuria,7,1,0,2.93,55.0,2.57,68%,1.5,33%,100%,0.0,2,0,0,0,0.33,1.0,0.99999950000025,0.0,0.0,1.097378277153558,0.0
Alexander Munoz,7,2,0,3.7,42.0,4.73,55%,3.0,40%,100%,0.0,1,2,0,0,0.4,1.0,0.33333322222225925,0.0,0.0,0.7660455486542443,0.0
Kody Steele,7,1,0,4.44,32.0,7.17,52%,0.62,14%,100%,0.0,0,1,0,0,0.14,1.0,0.0,0.0,0.0,0.610729023383769,0.0
Kay Hansen,7,6,0,3.01,50.0,3.19,51%,1.83,22%,37%,0.8,1,3,0,1,0.22,0.37,0.24999993750001562,0.0,0.9999990000010001,0.9148936170212765,0.1386
Cole Smith,7,2,0,1.78,35.0,1.96,49%,1.67,33%,45%,1.7,1,2,0,0,0.33,0.45,0.33333322222225925,0.0,0.0,0.8640776699029126,0.18150000000000002
Bruno Korea,7,3,0,2.12,34.0,3.96,42%,0.0,0%,25%,0.0,0,1,0,0,0.0,0.25,0.0,0.0,0.0,0.5221674876847291,0.0
Jarjis Danho,7,1,1,3.38,50.0,5.25,49%,0.51,16%,100%,0.0,1,1,1,0,0.16,1.0,0.499999750000125,0.9999990000010001,0.0,0.6317757009345795,0.0
Melissa Mullins,7,2,0,3.71,50.0,4.39,52%,2.03,42%,85%,0.0,2,2,1,0,0.42,0.85,0.49999987500003124,0.499999750000125,0.0,0.8262806236080179,0.063
Montse Rendon,7,1,0,3.09,28.0,3.42,59%,2.0,37%,100%,0.3,2,1,0,0,0.37,1.0,0.6666664444445185,0.0,0.0,0.8778409090909091,0.0
Tedd Williams,7,1,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,1,1,1,0,0.0,0.0,0.499999750000125,0.9999990000010001,0.0,0.0,0.0
James Wilks,7,4,0,1.82,45.0,2.03,50%,1.27,22%,66%,3.8,2,2,0,1,0.22,0.66,0.49999987500003124,0.0,0.499999750000125,0.8544600938967137,0.07479999999999999
Lance Benoist,7,2,0,3.68,51.0,2.7,56%,1.5,33%,61%,0.0,2,2,0,0,0.33,0.61,0.49999987500003124,0.0,0.0,1.3142857142857143,0.1287
Harry Hunsucker,7,6,0,3.54,52.0,6.53,42%,0.0,0%,0%,2.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.5339366515837104,0.0
Justin Tafa,7,5,0,4.05,54.0,5.11,47%,0.0,0%,53%,0.0,4,5,4,0,0.0,0.53,0.44444439506173394,0.9999997500000625,0.0,0.7773512476007677,0.0
