Nome,Height,Altura_cm,Weight,Reach,Stance
Andre Muniz,"6' 1""",185.4,185 lbs.,78.0,Southpaw
Ryuta Sakurai,"5' 7""",170.2,183 lbs.,71.55387673956263,Orthodox
Chris Camozzi,"6' 2""",188.0,185 lbs.,75.0,Orthodox
Amar Suloev,"5' 9""",175.3,183 lbs.,71.55387673956263,Orthodox
Edson Barboza,"5' 11""",180.3,155 lbs.,75.0,Orthodox
Hermes Franca,"5' 6""",167.6,155 lbs.,71.0,Orthodox
Karo Parisyan,"5' 10""",177.8,170 lbs.,72.0,Orthodox
Lyle Beerbohm,"5' 10""",177.8,155 lbs.,71.55387673956263,Southpaw
Alexander Yakovlev,"6' 3""",190.5,155 lbs.,74.0,Southpaw
Nicolas Dalby,"5' 11""",180.3,170 lbs.,74.0,Orthodox
Katsunori Kikuno,"5' 8""",172.7,145 lbs.,66.0,Orthodox
Brian Kelleher,"5' 6""",167.6,135 lbs.,66.0,Switch
Steve Kennedy,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
John Howard,"5' 7""",170.2,170 lbs.,72.0,Orthodox
Dan Hooker,"6' 0""",182.9,155 lbs.,75.0,Switch
Dominick Cruz,"5' 8""",172.7,135 lbs.,68.0,Orthodox
Rinat Fakhretdinov,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Yibugele,"5' 7""",170.2,145 lbs.,69.0,Southpaw
Kerry Schall,"6' 2""",188.0,265 lbs.,71.55387673956263,Orthodox
Dmitry Poberezhets,"6' 3""",190.5,237 lbs.,71.55387673956263,
Damir Ismagulov,"5' 10""",177.8,155 lbs.,74.0,Orthodox
Ronald Jhun,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Anthony Pettis,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Brendan Seguin,"6' 0""",182.9,185 lbs.,71.55387673956263,
Paul Bradley,"5' 9""",175.3,170 lbs.,71.55387673956263,Orthodox
Zhang Lipeng,"5' 11""",180.3,155 lbs.,71.0,Southpaw
Hacran Dias,"5' 8""",172.7,155 lbs.,69.0,Orthodox
Brett Cooper,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Asu Almabayev,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Paulo Filho,"5' 8""",172.7,185 lbs.,71.55387673956263,Southpaw
Marloes Coenen,"5' 9""",175.3,145 lbs.,67.0,
Marlon Moraes,"5' 6""",167.6,135 lbs.,67.0,Orthodox
Court McGee,"5' 11""",180.3,170 lbs.,75.0,Orthodox
Chris Barnett,"5' 9""",175.3,261 lbs.,75.0,Orthodox
Jussier Formiga,"5' 5""",165.1,125 lbs.,67.0,Orthodox
Anthony Lapsley,"5' 9""",175.3,170 lbs.,71.55387673956263,Southpaw
Carlos Leal,"5' 11""",180.3,170 lbs.,74.0,Orthodox
Derek Brunson,"6' 1""",185.4,185 lbs.,77.0,Southpaw
Chuck Grigsby,"6' 6""",198.1,205 lbs.,71.55387673956263,Orthodox
Jesse Sanders,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Kendall Grove,"6' 6""",198.1,185 lbs.,79.0,Orthodox
Frankie Edgar,"5' 6""",167.6,135 lbs.,68.0,Orthodox
Vinicius Oliveira,"5' 9""",175.3,135 lbs.,70.0,Switch
Rodolfo Marques Diniz,"5' 6""",167.6,135 lbs.,71.55387673956263,
Moise Rimbon,"5' 10""",177.8,205 lbs.,71.55387673956263,Orthodox
Carlos Prates,"6' 1""",185.4,170 lbs.,78.0,Switch
Balajin,"5' 9""",175.3,145 lbs.,72.0,Orthodox
Jin Bala,"5' 9""",175.3,155 lbs.,71.55387673956263,
Jong Man Kim,"5' 7""",170.2,139 lbs.,71.55387673956263,Orthodox
Jesse Juarez,"6' 1""",185.4,170 lbs.,71.55387673956263,Orthodox
Jordan Radev,"5' 7""",170.2,185 lbs.,71.55387673956263,Southpaw
Gabriel Benitez,"5' 8""",172.7,155 lbs.,71.0,Southpaw
Juan Puerta,"5' 9""",175.3,125 lbs.,71.0,Southpaw
Arman Tsarukyan,"5' 7""",170.2,155 lbs.,72.0,Orthodox
Beneil Dariush,"5' 10""",177.8,155 lbs.,72.0,Southpaw
Jack Marshman,"6' 0""",182.9,185 lbs.,73.0,Orthodox
Kajan Johnson,"5' 11""",180.3,155 lbs.,75.0,Orthodox
Dricus Du Plessis,"6' 1""",185.4,185 lbs.,76.0,Switch
Brandon Moreno,"5' 7""",170.2,125 lbs.,70.0,Orthodox
Kuniyoshi Hironaka,"5' 10""",177.8,168 lbs.,70.0,Orthodox
Bruno Silva,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Thiago Alves,"5' 9""",175.3,170 lbs.,70.0,Orthodox
Paddy Pimblett,"5' 10""",177.8,155 lbs.,73.0,Orthodox
Joel Alvarez,"6' 3""",190.5,155 lbs.,77.0,Orthodox
Frank Shamrock,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Norman Parke,"5' 11""",180.3,155 lbs.,70.0,Southpaw
Julio Paulino,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Patrick Cote,"5' 11""",180.3,170 lbs.,75.0,Orthodox
Damon Jackson,"5' 11""",180.3,155 lbs.,71.0,Switch
Desmond Green,"5' 10""",177.8,155 lbs.,73.0,Southpaw
Wilson Reis,"5' 4""",162.6,125 lbs.,65.0,Southpaw
Amanda Nunes,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Tony Gravely,"5' 5""",165.1,135 lbs.,69.0,Orthodox
Akbarh Arreola,"5' 10""",177.8,155 lbs.,71.0,Southpaw
Jay Hieron,"6' 0""",182.9,170 lbs.,75.0,Orthodox
Vicente Luque,"5' 11""",180.3,185 lbs.,75.0,Orthodox
Javier Reyes,"5' 7""",170.2,145 lbs.,73.0,
Jonathan Goulet,"6' 0""",182.9,170 lbs.,73.0,Orthodox
Joachim Hansen,"5' 7""",170.2,150 lbs.,71.55387673956263,Southpaw
Gerald Harris,"5' 11""",180.3,185 lbs.,77.0,Southpaw
Gary Goodridge,"6' 3""",190.5,249 lbs.,71.55387673956263,Orthodox
Roger Huerta,"5' 9""",175.3,155 lbs.,70.0,Orthodox
LC Davis,"5' 8""",172.7,135 lbs.,69.0,Southpaw
Dennis Siver,"5' 6""",167.6,145 lbs.,70.0,Orthodox
Jason Black,"5' 8""",172.7,155 lbs.,71.55387673956263,Orthodox
Terry Martin,"5' 8""",172.7,185 lbs.,71.0,Orthodox
Takeshi Inoue,"5' 8""",172.7,145 lbs.,71.55387673956263,
David Loiseau,"6' 0""",182.9,185 lbs.,76.0,Orthodox
Marlon Vera,"5' 8""",172.7,135 lbs.,70.0,Switch
Fabio Maldonado,"6' 1""",185.4,205 lbs.,75.0,Orthodox
Stevie Ray,"5' 10""",177.8,155 lbs.,70.0,Southpaw
Jimmie Rivera,"5' 4""",162.6,135 lbs.,68.0,Orthodox
Khusein Askhabov,"5' 8""",172.7,145 lbs.,69.0,Orthodox
Ryan Bader,"6' 2""",188.0,205 lbs.,74.0,Orthodox
Jared Gooden,"6' 0""",182.9,170 lbs.,77.0,Orthodox
Michael Chandler,"5' 8""",172.7,155 lbs.,71.0,Orthodox
Marcin Held,"5' 9""",175.3,155 lbs.,71.0,Orthodox
Jason Miller,"6' 1""",185.4,185 lbs.,71.55387673956263,Orthodox
Calvin Kattar,"5' 11""",180.3,145 lbs.,72.0,Orthodox
Grant Dawson,"5' 10""",177.8,155 lbs.,72.0,Switch
Aleksander Emelianenko,"6' 6""",198.1,255 lbs.,71.55387673956263,Orthodox
Alejandro Perez,"5' 6""",167.6,135 lbs.,67.0,Orthodox
Ryan Spann,"6' 5""",195.6,205 lbs.,79.0,Orthodox
Joe Taimanglo,"5' 4""",162.6,135 lbs.,71.55387673956263,
Marcos Vinicius,"5' 9""",175.3,125 lbs.,71.55387673956263,Orthodox
Rogerio Nogueira,"6' 2""",188.0,205 lbs.,75.0,Southpaw
David Branch,"6' 1""",185.4,185 lbs.,78.0,Orthodox
Josh Thomson,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Chris Gutierrez,"5' 9""",175.3,135 lbs.,67.0,Orthodox
Diego Brandao,"5' 7""",170.2,145 lbs.,64.0,Orthodox
Conor McGregor,"5' 9""",175.3,155 lbs.,74.0,Southpaw
Nate Diaz,"6' 0""",182.9,170 lbs.,76.0,Southpaw
John Dodson,"5' 3""",160.0,135 lbs.,66.0,Orthodox
Rob Font,"5' 8""",172.7,135 lbs.,71.0,Orthodox
Masanori Suda,"5' 9""",175.3,183 lbs.,71.55387673956263,Orthodox
Ibragim Magomedov,"6' 0""",182.9,250 lbs.,71.55387673956263,Orthodox
Thomas Almeida,"5' 7""",170.2,145 lbs.,70.0,Southpaw
Ryo Chonan,"5' 9""",175.3,170 lbs.,70.0,Orthodox
David Hulett,"5' 10""",177.8,170 lbs.,71.55387673956263,
Marcos Rogerio de Lima,"6' 1""",185.4,253 lbs.,75.0,Orthodox
Saygid Izagakhmaev,"6' 0""",182.9,170 lbs.,74.0,
Muslim Salikhov,"5' 11""",180.3,170 lbs.,70.0,Orthodox
Dustin Jacoby,"6' 3""",190.5,205 lbs.,76.0,Orthodox
Song Yadong,"5' 8""",172.7,135 lbs.,67.0,Orthodox
Frank Camacho,"5' 10""",177.8,155 lbs.,73.0,Orthodox
Dong Hyun Kim,"6' 2""",188.0,170 lbs.,76.0,Southpaw
Marcus Aurelio,"5' 10""",177.8,155 lbs.,74.0,Orthodox
Mike Kyle,"6' 4""",193.0,205 lbs.,77.0,Orthodox
Gilbert Burns,"5' 10""",177.8,170 lbs.,71.0,Orthodox
Song Kenan,"6' 0""",182.9,170 lbs.,71.0,Orthodox
Phil Harris,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Tim Elliott,"5' 7""",170.2,125 lbs.,66.0,Southpaw
Gilbert Melendez,"5' 9""",175.3,145 lbs.,73.0,Orthodox
Jason Dent,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Diego Saraiva,"5' 6""",167.6,155 lbs.,71.55387673956263,Orthodox
Jadson Costa,"5' 7""",170.2,155 lbs.,71.55387673956263,Orthodox
Leon Edwards,"6' 2""",188.0,170 lbs.,74.0,Southpaw
Virna Jandiroba,"5' 3""",160.0,115 lbs.,64.0,Orthodox
Alex Oliveira,"5' 11""",180.3,170 lbs.,76.0,Orthodox
Kurt Holobaugh,"5' 11""",180.3,155 lbs.,70.0,Orthodox
Jailton Almeida,"6' 3""",190.5,225 lbs.,79.0,Orthodox
Johnny Walker,"6' 6""",198.1,205 lbs.,82.0,Orthodox
Jake Matthews,"5' 11""",180.3,170 lbs.,73.0,Orthodox
Chris Leben,"5' 11""",180.3,185 lbs.,73.0,Southpaw
Hans Stringer,"6' 3""",190.5,205 lbs.,71.55387673956263,Orthodox
Tofiq Musayev,"5' 9""",175.3,155 lbs.,69.0,Orthodox
Ricky Simon,"5' 6""",167.6,135 lbs.,69.0,Orthodox
Soa Palelei,"6' 4""",193.0,265 lbs.,81.0,Orthodox
Daniel Cormier,"5' 11""",180.3,235 lbs.,72.0,Orthodox
Roy Nelson,"6' 0""",182.9,263 lbs.,73.0,Orthodox
Matt Bessette,"5' 10""",177.8,145 lbs.,70.0,Orthodox
Manel Kape,"5' 5""",165.1,125 lbs.,68.0,Southpaw
Tom Niinimaki,"5' 9""",175.3,145 lbs.,69.0,Orthodox
Kyle Noke,"6' 1""",185.4,170 lbs.,76.0,Southpaw
David Mitchell,"6' 0""",182.9,170 lbs.,75.0,Orthodox
Michal Oleksiejczuk,"6' 0""",182.9,185 lbs.,74.0,Southpaw
Derrick Krantz,"5' 10""",177.8,170 lbs.,72.0,Orthodox
Nathaniel Wood,"5' 6""",167.6,145 lbs.,69.0,Orthodox
Jamall Emmers,"5' 10""",177.8,145 lbs.,74.0,Orthodox
Ben Saunders,"6' 2""",188.0,170 lbs.,77.0,Orthodox
Alexandre Barros,"5' 9""",175.3,170 lbs.,71.55387673956263,Southpaw
Pat Curran,"5' 9""",175.3,145 lbs.,71.55387673956263,
Johnny Case,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Ricky Glenn,"6' 0""",182.9,170 lbs.,70.0,Southpaw
Ruben Villareal,"6' 4""",193.0,265 lbs.,71.55387673956263,Orthodox
Cody Gibson,"5' 10""",177.8,135 lbs.,71.0,Orthodox
Matt Lindland,"6' 0""",182.9,185 lbs.,74.0,Southpaw
Dave Herman,"6' 4""",193.0,242 lbs.,77.0,Orthodox
Del Hawkins,"5' 5""",165.1,135 lbs.,71.55387673956263,Orthodox
Marcus Davis,"5' 10""",177.8,170 lbs.,70.0,Southpaw
Allan Nascimento,"5' 8""",172.7,125 lbs.,69.0,Orthodox
John Phillips,"5' 11""",180.3,185 lbs.,75.0,Southpaw
Takafumi Otsuka,"5' 6""",167.6,139 lbs.,71.55387673956263,Orthodox
Thiago Santos,"6' 2""",188.0,205 lbs.,76.0,Orthodox
Jason Brilz,"5' 11""",180.3,205 lbs.,71.0,Orthodox
Marcus LeVesseur,"5' 9""",175.3,155 lbs.,70.0,Southpaw
Anthony Johnson,"6' 2""",188.0,205 lbs.,78.0,Orthodox
Junior Dos Santos,"6' 4""",193.0,238 lbs.,77.0,Orthodox
Anderson Dos Santos,"5' 5""",165.1,135 lbs.,70.0,Orthodox
Omari Akhmedov,"6' 0""",182.9,185 lbs.,73.0,Orthodox
Jeremy Lang,"5' 11""",180.3,205 lbs.,71.55387673956263,Southpaw
James Zikic,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Raoni Barcelos,"5' 7""",170.2,135 lbs.,67.0,Orthodox
Jason High,"5' 8""",172.7,155 lbs.,73.0,Southpaw
Tomasz Drwal,"6' 1""",185.4,205 lbs.,76.0,Orthodox
Taylor Lapilus,"5' 6""",167.6,135 lbs.,73.0,Southpaw
Joao Zeferino,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Yair Rodriguez,"5' 11""",180.3,145 lbs.,71.0,Orthodox
Marc Stevens,"5' 9""",175.3,155 lbs.,71.55387673956263,
Roan Carneiro,"5' 11""",180.3,170 lbs.,76.0,Orthodox
Rafael Natal,"6' 0""",182.9,185 lbs.,77.0,Orthodox
Tyson Nam,"5' 7""",170.2,125 lbs.,68.0,Orthodox
Evangelista Santos,"5' 10""",177.8,170 lbs.,76.0,Orthodox
Bryan Caraway,"5' 8""",172.7,135 lbs.,68.0,Orthodox
Chris Brennan,"5' 8""",172.7,170 lbs.,71.55387673956263,Orthodox
Benji Radach,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Mac Danzig,"5' 8""",172.7,155 lbs.,70.0,Orthodox
Goiti Yamauchi,"5' 10""",177.8,145 lbs.,71.55387673956263,
Alexis Davis,"5' 6""",167.6,135 lbs.,68.0,Orthodox
Frank Trigg,"5' 9""",175.3,170 lbs.,71.0,Southpaw
Reynaldo Trujillo,"5' 9""",175.3,155 lbs.,71.55387673956263,
Alex Caceres,"5' 10""",177.8,145 lbs.,73.0,Southpaw
Magomed Ankalaev,"6' 3""",190.5,205 lbs.,75.0,Orthodox
Jesse Ronson,"5' 10""",177.8,155 lbs.,70.0,Southpaw
Steve Berger,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Johnny Bedford,"5' 10""",177.8,135 lbs.,71.0,Orthodox
Chuck Liddell,"6' 2""",188.0,205 lbs.,76.0,Orthodox
Cody Stamann,"5' 6""",167.6,135 lbs.,64.0,Orthodox
Lyman Good,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Danny Martinez,"5' 6""",167.6,125 lbs.,67.0,Orthodox
Hiroyuki Takaya,"5' 6""",167.6,139 lbs.,71.55387673956263,Orthodox
Andre Winner,"5' 11""",180.3,155 lbs.,73.0,Orthodox
Kai Asakura,"5' 8""",172.7,125 lbs.,69.0,Orthodox
Pat Sabatini,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Seichi Ikemoto,"5' 11""",180.3,168 lbs.,71.55387673956263,Orthodox
Morgan Charriere,"5' 8""",172.7,145 lbs.,69.0,Orthodox
John Castaneda,"5' 6""",167.6,135 lbs.,71.0,Switch
Gesias Cavalcante,"5' 8""",172.7,155 lbs.,71.0,Orthodox
Reinier de Ridder,"6' 4""",193.0,185 lbs.,78.0,Southpaw
Ryan Roberts,"5' 6""",167.6,155 lbs.,71.55387673956263,Orthodox
Yamato Nishikawa,"5' 7""",170.2,155 lbs.,71.55387673956263,Orthodox
Brad Tavares,"6' 1""",185.4,185 lbs.,74.0,Orthodox
Akitoshi Tamura,"5' 9""",175.3,135 lbs.,70.0,Orthodox
Cole Miller,"6' 1""",185.4,145 lbs.,73.0,Orthodox
Yaotzin Meza,"5' 9""",175.3,145 lbs.,71.0,Orthodox
Rocky Long,,,145 lbs.,71.55387673956263,
Kelvin Gastelum,"5' 9""",175.3,185 lbs.,71.0,Southpaw
Alex Da Silva,"5' 8""",172.7,155 lbs.,73.0,Orthodox
Dequan Townsend,"6' 3""",190.5,205 lbs.,79.0,Orthodox
Eddy Ellis,"5' 9""",175.3,170 lbs.,71.55387673956263,Orthodox
John Teixeira,"5' 7""",170.2,145 lbs.,71.55387673956263,Orthodox
Yuta Sasaki,"5' 10""",177.8,125 lbs.,71.0,Southpaw
Yasuhiro Urushitani,"5' 5""",165.1,125 lbs.,71.55387673956263,Southpaw
Mark Weir,"6' 2""",188.0,185 lbs.,71.55387673956263,Southpaw
Ryan Jensen,"6' 1""",185.4,185 lbs.,76.0,Orthodox
TJ Grant,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Merab Dvalishvili,"5' 6""",167.6,135 lbs.,68.0,Orthodox
Volkan Oezdemir,"6' 2""",188.0,205 lbs.,75.0,Orthodox
Ildemar Alcantara,"6' 2""",188.0,185 lbs.,78.0,Orthodox
Fabricio Guerreiro,"5' 10""",177.8,145 lbs.,71.55387673956263,
Jennifer Maia,"5' 4""",162.6,125 lbs.,64.0,Orthodox
Zhu Kangjie,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Kamaru Usman,"6' 0""",182.9,170 lbs.,76.0,Switch
Nam Phan,"5' 6""",167.6,135 lbs.,70.0,Orthodox
Aziz Khaydarov,"5' 11""",180.3,155 lbs.,72.0,Orthodox
Chris Tuchscherer,"6' 2""",188.0,258 lbs.,76.0,Orthodox
Kazuhiro Nakamura,"5' 11""",180.3,205 lbs.,70.0,Orthodox
Thiago Tavares,"5' 7""",170.2,145 lbs.,70.0,Orthodox
Dokonjonosuke Mishima,"5' 7""",170.2,155 lbs.,71.55387673956263,Southpaw
Jason Medina,"5' 9""",175.3,180 lbs.,71.55387673956263,
Duane Ludwig,"5' 10""",177.8,170 lbs.,70.0,Orthodox
Sherron Leggett,"5' 8""",172.7,155 lbs.,71.55387673956263,Southpaw
Raulian Paiva,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Jamie Varner,"5' 8""",172.7,155 lbs.,71.0,Orthodox
Joaquin Buckley,"5' 10""",177.8,170 lbs.,76.0,Southpaw
Kevin Croom,"5' 11""",180.3,135 lbs.,73.0,Orthodox
Tommy Speer,"5' 10""",177.8,170 lbs.,71.0,Orthodox
Tim Boetsch,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Tanner Boser,"6' 2""",188.0,205 lbs.,75.0,Orthodox
Isao Kobayashi,"5' 8""",172.7,145 lbs.,71.55387673956263,
Takeya Mizugaki,"5' 7""",170.2,135 lbs.,69.0,Orthodox
Tim Hague,"6' 4""",193.0,260 lbs.,76.0,Orthodox
Muhammed Lawal,"6' 0""",182.9,205 lbs.,78.0,Southpaw
Chris Horodecki,"5' 9""",175.3,155 lbs.,69.0,Orthodox
Cristiane Justino,"5' 8""",172.7,145 lbs.,68.0,Orthodox
Jared Gordon,"5' 9""",175.3,155 lbs.,68.0,Orthodox
Eduardo Dantas,"5' 10""",177.8,135 lbs.,71.55387673956263,
Zubaira Tukhugov,"5' 8""",172.7,155 lbs.,68.0,Orthodox
Jess Liaudin,"5' 9""",175.3,170 lbs.,72.0,Orthodox
Daniel Rodriguez,"6' 1""",185.4,170 lbs.,74.0,Southpaw
Seth Baczynski,"6' 3""",190.5,170 lbs.,75.0,Orthodox
Natalia Silva,"5' 4""",162.6,125 lbs.,65.0,Southpaw
Marius Zaromskis,"5' 9""",175.3,170 lbs.,71.55387673956263,Orthodox
Ricardo Lamas,"5' 8""",172.7,145 lbs.,71.0,Orthodox
TJ O'Brien,"6' 2""",188.0,155 lbs.,71.55387673956263,Orthodox
Umar Nurmagomedov,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Bob Schrijber,"6' 0""",182.9,240 lbs.,71.55387673956263,Orthodox
Ross Pearson,"5' 8""",172.7,155 lbs.,69.0,Orthodox
Petr Yan,"5' 7""",170.2,135 lbs.,67.0,Switch
Gadzhimurad Antigulov,"5' 11""",180.3,205 lbs.,70.0,Orthodox
Kenji Osawa,"5' 7""",170.2,135 lbs.,66.0,Orthodox
Christos Giagos,"5' 10""",177.8,155 lbs.,71.0,Orthodox
Abner Lloveras,"5' 11""",180.3,155 lbs.,71.55387673956263,
Azamat Bekoev,"6' 0""",182.9,185 lbs.,72.0,Orthodox
Jason Knight,"5' 10""",177.8,145 lbs.,71.0,Orthodox
Mateusz Rebecki,"5' 7""",170.2,155 lbs.,66.0,Southpaw
Bendy Casimir,"5' 5""",165.1,145 lbs.,71.55387673956263,Southpaw
Bibiano Fernandes,"5' 7""",170.2,139 lbs.,71.55387673956263,Orthodox
Mashrabjon Ruzibaev,"5' 8""",172.7,155 lbs.,67.0,Orthodox
Mitsuhiro Ishida,"5' 6""",167.6,154 lbs.,71.55387673956263,Southpaw
Stipe Miocic,"6' 4""",193.0,240 lbs.,80.0,Orthodox
Ramazan Emeev,"5' 10""",177.8,170 lbs.,76.0,Southpaw
Dave Courchaine,"5' 8""",172.7,170 lbs.,71.55387673956263,
Miesha Tate,"5' 6""",167.6,135 lbs.,65.0,Orthodox
Yves Jabouin,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Tetsuji Kato,,,155 lbs.,71.55387673956263,Orthodox
Pedro Munhoz,"5' 6""",167.6,135 lbs.,65.0,Orthodox
Anthony Morrison,"5' 7""",170.2,145 lbs.,71.55387673956263,Orthodox
Daniel Swain,"5' 9""",175.3,145 lbs.,70.0,Orthodox
Ihor Potieria,"6' 3""",190.5,185 lbs.,75.0,Southpaw
Jason Reinhardt,"5' 6""",167.6,135 lbs.,71.55387673956263,Orthodox
Luis Ramos,"5' 8""",172.7,170 lbs.,71.55387673956263,Orthodox
Mike Hayes,"6' 4""",193.0,230 lbs.,71.55387673956263,Orthodox
Alan Omer,"5' 10""",177.8,145 lbs.,71.55387673956263,Orthodox
Patrick Smith,"6' 2""",188.0,225 lbs.,71.55387673956263,Orthodox
Chris Haseman,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Aleksei Kunchenko,"5' 8""",172.7,170 lbs.,70.0,Orthodox
Vitaly Minakov,"6' 2""",188.0,249 lbs.,71.55387673956263,
Zach Makovsky,"5' 4""",162.6,125 lbs.,64.0,Southpaw
Abel Cullum,"5' 7""",170.2,139 lbs.,71.55387673956263,Orthodox
Milco Voorn,,,220 lbs.,71.55387673956263,Orthodox
Chris Culley,,,145 lbs.,71.55387673956263,
Damian Grabowski,"6' 1""",185.4,241 lbs.,75.0,Orthodox
Jorge Rivera,"6' 1""",185.4,185 lbs.,73.0,Orthodox
Carla Esparza,"5' 1""",154.9,115 lbs.,63.0,Orthodox
Micah Miller,"6' 0""",182.9,145 lbs.,71.55387673956263,Orthodox
Pedro Rizzo,"6' 1""",185.4,241 lbs.,71.55387673956263,Orthodox
Matt Horning,"5' 4""",162.6,125 lbs.,71.55387673956263,
Patchy Mix,"5' 11""",180.3,135 lbs.,70.0,Southpaw
Vitor Ribeiro,"5' 8""",172.7,154 lbs.,71.55387673956263,Orthodox
Ismael Bonfim,"5' 8""",172.7,155 lbs.,71.0,Orthodox
Saad Awad,"5' 11""",180.3,155 lbs.,71.55387673956263,
Renato Moicano,"5' 11""",180.3,155 lbs.,72.0,Orthodox
Brian Cobb,"5' 11""",180.3,155 lbs.,71.55387673956263,Orthodox
David Dvorak,"5' 5""",165.1,125 lbs.,68.0,Orthodox
Rafael Alves,"5' 8""",172.7,155 lbs.,68.0,Orthodox
Randy Brown,"6' 3""",190.5,170 lbs.,78.0,Orthodox
Martin Kampmann,"6' 0""",182.9,170 lbs.,72.0,Orthodox
Sai Wang,"6' 0""",182.9,170 lbs.,71.55387673956263,Southpaw
Leandro Silva,"5' 9""",175.3,155 lbs.,72.0,Orthodox
Mark Hominick,"5' 8""",172.7,145 lbs.,68.0,Orthodox
Bill Mahood,"6' 3""",190.5,200 lbs.,71.55387673956263,Orthodox
Wulijiburen,"5' 9""",175.3,135 lbs.,69.0,Orthodox
Dan Christison,"6' 8""",203.2,265 lbs.,71.55387673956263,Orthodox
Muin Gafurov,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Sergei Pavlovich,"6' 3""",190.5,257 lbs.,84.0,Southpaw
Sam Stout,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Wang Guan,"5' 9""",175.3,145 lbs.,71.0,Orthodox
Jared Papazian,"5' 8""",172.7,135 lbs.,67.0,Southpaw
Ross Ebanez,"5' 9""",175.3,154 lbs.,71.55387673956263,Southpaw
Max Griffin,"5' 11""",180.3,170 lbs.,76.0,Orthodox
Wesley Correira,"6' 3""",190.5,260 lbs.,71.55387673956263,Orthodox
Ian Freeman,"5' 11""",180.3,225 lbs.,71.55387673956263,Orthodox
Rashid Magomedov,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Devin Cole,"6' 4""",193.0,240 lbs.,71.55387673956263,Orthodox
Don Frye,"6' 1""",185.4,219 lbs.,71.55387673956263,Orthodox
Antonio Banuelos,"5' 5""",165.1,135 lbs.,63.0,Orthodox
Dave Jansen,"5' 9""",175.3,155 lbs.,73.0,Orthodox
James Thompson,"6' 5""",195.6,265 lbs.,71.55387673956263,Orthodox
Tiago dos Santos e Silva,"5' 9""",175.3,145 lbs.,70.0,Orthodox
Murilo Rua,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Wes Combs,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Arnold Allen,"5' 8""",172.7,145 lbs.,70.0,Southpaw
Jessica Aguilar,"5' 3""",160.0,115 lbs.,63.0,Orthodox
Shamil Abdurakhimov,"6' 3""",190.5,235 lbs.,76.0,Orthodox
Ryan Thomas,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Gregory Rodrigues,"6' 3""",190.5,185 lbs.,75.0,Orthodox
Rob McCullough,"5' 9""",175.3,155 lbs.,69.0,Orthodox
Zhang Mingyang,"6' 2""",188.0,205 lbs.,75.0,Orthodox
Kyle Bradley,"5' 9""",175.3,155 lbs.,71.0,Orthodox
Flavio Luiz Moura,"5' 11""",180.3,183 lbs.,71.55387673956263,Open Stance
Karine Silva,"5' 5""",165.1,125 lbs.,67.0,Orthodox
Mike Ciesnolevicz,"6' 0""",182.9,235 lbs.,71.55387673956263,Orthodox
Michael Morales,"6' 0""",182.9,170 lbs.,79.0,Orthodox
Antonio Duarte,"5' 7""",170.2,135 lbs.,71.55387673956263,
Sumudaerji,"5' 8""",172.7,125 lbs.,72.0,Southpaw
Clay French,"5' 7""",170.2,161 lbs.,71.55387673956263,Southpaw
Antonio Silva,"6' 4""",193.0,264 lbs.,82.0,Orthodox
Rory MacDonald,"6' 0""",182.9,170 lbs.,76.0,Orthodox
Chris Price,"6' 2""",188.0,185 lbs.,71.55387673956263,Southpaw
JunYong Park,"5' 10""",177.8,185 lbs.,73.0,Orthodox
Kelly Kobold,"5' 6""",167.6,135 lbs.,71.55387673956263,Orthodox
