Nome,Height,Altura_cm,Weight,Reach,Stance
Herbert Burns,"5' 9""",175.3,145 lbs.,73.0,Orthodox
Frank Lester,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
JeongYeong Lee,"5' 10""",177.8,145 lbs.,73.0,Orthodox
ChangHo Lee,"5' 8""",172.7,135 lbs.,69.0,Orthodox
John Doyle,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Adrian Diaz,"5' 10""",177.8,145 lbs.,71.55387673956263,Southpaw
Cameron Dollar,"5' 11""",180.3,155 lbs.,71.55387673956263,Orthodox
Ken Cross,"6' 0""",182.9,155 lbs.,72.0,Southpaw
Michael Aswell Jr.,"5' 8""",172.7,145 lbs.,69.0,Orthodox
Payton Talbott,"5' 10""",177.8,135 lbs.,70.0,Switch
Victor Reyna,"5' 11""",180.3,170 lbs.,74.0,Southpaw
Claudio Ribeiro,"6' 1""",185.4,185 lbs.,77.0,Orthodox
Andre Lima,"5' 7""",170.2,125 lbs.,67.0,Orthodox
Tatsuya Saika,"6' 0""",182.9,155 lbs.,73.0,Orthodox
Alex Gilpin,"5' 7""",170.2,145 lbs.,71.55387673956263,Orthodox
Wataru Sakata,"5' 9""",175.3,195 lbs.,71.55387673956263,Southpaw
Mats Nilsson,"6' 1""",185.4,170 lbs.,71.55387673956263,Orthodox
Lewis Gonzalez,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Dae Won Kim,"5' 11""",180.3,180 lbs.,71.55387673956263,Orthodox
Jordan Parsons,"5' 9""",175.3,145 lbs.,71.55387673956263,
Preston Parsons,"5' 11""",180.3,170 lbs.,71.0,Orthodox
Brady Huang,"5' 9""",175.3,135 lbs.,69.0,Orthodox
Solomon Hutcherson,"5' 11""",180.3,185 lbs.,71.55387673956263,Southpaw
Landon Showalter,"6' 0""",182.9,185 lbs.,71.55387673956263,
Arman Ashimov,"5' 6""",167.6,125 lbs.,71.55387673956263,
Kiril Sidelnikov,"5' 11""",180.3,230 lbs.,71.55387673956263,
Jeremy Kennedy,"5' 11""",180.3,145 lbs.,71.0,Orthodox
Ricky Camp,"5' 7""",170.2,135 lbs.,71.55387673956263,
Rodolfo Vieira,"6' 0""",182.9,185 lbs.,73.0,Orthodox
SeungWoo Choi,"6' 0""",182.9,145 lbs.,74.0,Orthodox
Dan Evensen,"6' 3""",190.5,250 lbs.,71.55387673956263,Orthodox
Ron Keslar,,,185 lbs.,71.55387673956263,
Maurice Mitchell,"5' 9""",175.3,145 lbs.,71.55387673956263,Orthodox
Josh Culibao,"5' 10""",177.8,145 lbs.,73.0,Orthodox
AJ Cunningham,"5' 10""",177.8,135 lbs.,71.0,Orthodox
Tuco Tokkos,"6' 4""",193.0,205 lbs.,76.0,Orthodox
Victor Dias,"5' 6""",167.6,125 lbs.,69.0,Orthodox
Tony DeSouza,"6' 0""",182.9,170 lbs.,70.0,Southpaw
Rolando Delgado,"6' 3""",190.5,155 lbs.,77.0,Orthodox
Yazmin Jauregui,"5' 3""",160.0,115 lbs.,64.0,Orthodox
Sam Hughes,"5' 5""",165.1,115 lbs.,64.0,Orthodox
Luana Carolina,"5' 6""",167.6,135 lbs.,69.0,Orthodox
Fabio Nascimento,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Gabriella Fernandes,"5' 6""",167.6,125 lbs.,66.0,Southpaw
Kaue Fernandes,"5' 9""",175.3,155 lbs.,73.0,Orthodox
Kevin Szaflarski,"6' 5""",195.6,260 lbs.,77.0,Orthodox
James Mulheron,"5' 10""",177.8,243 lbs.,73.0,Orthodox
Alexander Morgan,"5' 10""",177.8,145 lbs.,71.0,Orthodox
Maryna Moroz,"5' 7""",170.2,125 lbs.,67.0,Orthodox
Olivier Aubin-Mercier,"5' 9""",175.3,155 lbs.,70.0,Southpaw
Pat Audinwood,"6' 0""",182.9,155 lbs.,71.55387673956263,Orthodox
Sabah Homasi,"6' 0""",182.9,170 lbs.,72.0,Orthodox
Trey Houston,"5' 11""",180.3,185 lbs.,71.55387673956263,
Chris Dempsey,"5' 10""",177.8,185 lbs.,72.0,Orthodox
Nick Denis,"5' 7""",170.2,135 lbs.,71.55387673956263,Orthodox
Manny Vazquez,"5' 10""",177.8,125 lbs.,72.0,Orthodox
Rodrigo Nascimento,"6' 2""",188.0,246 lbs.,80.0,Orthodox
Nate Loughran,"6' 2""",188.0,185 lbs.,71.55387673956263,Orthodox
Jakob Lovstad,"6' 3""",190.5,205 lbs.,71.55387673956263,Orthodox
Michael Lombardo,"6' 0""",182.9,170 lbs.,72.0,Orthodox
Kyle Stewart,"6' 0""",182.9,170 lbs.,76.0,Orthodox
Antonio Carlos Junior,"6' 2""",188.0,185 lbs.,79.0,Orthodox
Nazim Sadykhov,"5' 10""",177.8,155 lbs.,69.0,Southpaw
Aurelijus Kerpe,,,,71.55387673956263,Orthodox
Keisuke Sasu,"5' 5""",165.1,145 lbs.,69.0,Switch
Yan Pellerin,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Ruan Potts,"6' 2""",188.0,247 lbs.,75.0,Orthodox
Francisco Rivera,"5' 8""",172.7,135 lbs.,70.0,Orthodox
Nair Melikyan,"5' 6""",167.6,155 lbs.,71.55387673956263,
John Reedy,"5' 8""",172.7,155 lbs.,71.55387673956263,
Codale Ford,"5' 9""",175.3,170 lbs.,71.55387673956263,
Phil Rowe,"6' 3""",190.5,170 lbs.,80.0,Orthodox
Anthony Figueroa,"5' 4""",162.6,135 lbs.,71.55387673956263,Orthodox
Carlos Felipe,"6' 0""",182.9,245 lbs.,75.0,Orthodox
Toshiomi Kazama,"5' 7""",170.2,135 lbs.,69.0,Orthodox
Eric Irvin,"5' 8""",172.7,155 lbs.,71.55387673956263,
Wade Shipp,"6' 3""",190.5,245 lbs.,71.55387673956263,Orthodox
Josh Shockley,"6' 1""",185.4,155 lbs.,71.55387673956263,Orthodox
Carlo Pedersoli Jr.,"5' 11""",180.3,170 lbs.,75.0,Southpaw
Alice Ardelean,"5' 3""",160.0,115 lbs.,62.0,Orthodox
Mark Dickman,"5' 9""",175.3,145 lbs.,71.55387673956263,
Vanessa Melo,"5' 5""",165.1,135 lbs.,65.0,Orthodox
MarQuel Mederos,"5' 10""",177.8,155 lbs.,69.0,Orthodox
Todd Medina,"5' 10""",177.8,193 lbs.,71.55387673956263,Southpaw
Vanessa Demopoulos,"5' 2""",157.5,125 lbs.,59.0,Orthodox
Mike Stumpf,"5' 10""",177.8,170 lbs.,71.55387673956263,
Masio Fullen,"5' 10""",177.8,145 lbs.,70.0,Orthodox
Zelg Galesic,"6' 2""",188.0,185 lbs.,71.55387673956263,Orthodox
Curtis Stout,"6' 1""",185.4,185 lbs.,71.55387673956263,Southpaw
Julija Stoliarenko,"5' 7""",170.2,125 lbs.,66.0,Orthodox
Ken Stone,"5' 8""",172.7,135 lbs.,71.0,Southpaw
Dalcha Lungiambula,"5' 8""",172.7,185 lbs.,76.0,Orthodox
Jorge Lopez,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Tommy Gantt,"5' 11""",180.3,155 lbs.,76.0,Orthodox
Sherman Pendergarst,"6' 1""",185.4,235 lbs.,71.55387673956263,Orthodox
Jianping Yang,"5' 7""",170.2,145 lbs.,71.55387673956263,Orthodox
Megan Anderson,"6' 0""",182.9,145 lbs.,72.0,Orthodox
Nick Penner,"6' 4""",193.0,205 lbs.,71.55387673956263,Southpaw
Naoki Inoue,"5' 9""",175.3,125 lbs.,71.0,Orthodox
Fabiano Scherner,"6' 3""",190.5,257 lbs.,71.55387673956263,Orthodox
Mike Joy,"5' 6""",167.6,155 lbs.,71.55387673956263,Southpaw
Mark De La Rosa,"5' 6""",167.6,135 lbs.,65.0,Orthodox
Artem Frolov,"5' 10""",177.8,185 lbs.,71.55387673956263,
Angela Magana,"5' 1""",154.9,115 lbs.,65.0,Orthodox
Baisangur Susurkaev,"6' 2""",188.0,185 lbs.,79.0,Orthodox
Danny Chavez,"5' 8""",172.7,145 lbs.,67.0,Orthodox
Mark Cherico,"5' 7""",170.2,145 lbs.,69.0,Orthodox
Macy Chiasson,"5' 11""",180.3,135 lbs.,72.0,Orthodox
Rafael Cerqueira,"6' 3""",190.5,205 lbs.,76.0,Southpaw
Andre Mussi,"6' 3""",190.5,242 lbs.,71.55387673956263,Orthodox
Samandar Murodov,"6' 1""",185.4,170 lbs.,75.0,Orthodox
Tony Sylvester,"6' 1""",185.4,225 lbs.,71.55387673956263,Southpaw
Bubba Jenkins,"5' 7""",170.2,145 lbs.,71.55387673956263,
Ramiro Jimenez,"5' 9""",175.3,145 lbs.,73.0,Southpaw
Colleen Schneider,,,135 lbs.,71.55387673956263,
Nate Schroeder,"6' 1""",185.4,230 lbs.,71.55387673956263,
Lacey Schuckman,"5' 3""",160.0,125 lbs.,71.55387673956263,
Don'Tale Mayes,"6' 6""",198.1,260 lbs.,81.0,Orthodox
Reuben Duran,"5' 7""",170.2,135 lbs.,71.0,Orthodox
Rilley Dutro,"5' 8""",172.7,125 lbs.,71.55387673956263,Orthodox
Oscar Cota,"6' 0""",182.9,230 lbs.,72.0,Orthodox
Tito Jones,"5' 8""",172.7,145 lbs.,71.55387673956263,Southpaw
Trenell Young,"5' 6""",167.6,145 lbs.,71.55387673956263,Orthodox
Hirotaka Yokoi,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Brad Scott,"6' 1""",185.4,170 lbs.,76.0,Orthodox
Kevin Jordan,"6' 3""",190.5,245 lbs.,71.55387673956263,Orthodox
Tony Johnson,"6' 1""",185.4,265 lbs.,71.55387673956263,
Shane del Rosario,"6' 4""",193.0,250 lbs.,71.55387673956263,Southpaw
Oskar Piechota,"6' 0""",182.9,185 lbs.,76.0,Southpaw
Nurullo Aliev,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Jose Daniel Medina,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Sarah D'alelio,"5' 7""",170.2,145 lbs.,71.55387673956263,
Marcos da Matta,"5' 4""",162.6,145 lbs.,71.55387673956263,
Jay Perrin,"5' 7""",170.2,135 lbs.,67.0,Switch
Raphael Pessoa,"6' 3""",190.5,262 lbs.,78.0,Orthodox
Viktor Pesta,"6' 3""",190.5,240 lbs.,77.0,Orthodox
Thomas Petersen,"6' 1""",185.4,264 lbs.,74.0,Southpaw
Magno Almeida,"6' 0""",182.9,155 lbs.,71.55387673956263,
Aaron Jeffery,"6' 2""",188.0,185 lbs.,73.0,Orthodox
Louis Lee Scott,"5' 8""",172.7,135 lbs.,70.0,Orthodox
Demba Seck,"6' 1""",185.4,145 lbs.,74.0,Orthodox
Mariya Agapova,"5' 6""",167.6,125 lbs.,68.0,Southpaw
Joao Zaiden,,,205 lbs.,71.55387673956263,
Zach Zane,"5' 7""",170.2,145 lbs.,69.0,Southpaw
Amir Aliakbari,"6' 3""",190.5,250 lbs.,71.55387673956263,
Leon Aliu,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Pete Sell,"5' 11""",180.3,170 lbs.,75.0,Orthodox
Gauge Young,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Raimond Magomedaliev,"6' 1""",185.4,170 lbs.,75.0,Orthodox
Ryan MacDonald,"5' 11""",180.3,135 lbs.,71.0,Switch
Justin Frazier,"6' 0""",182.9,265 lbs.,75.0,Southpaw
Daisuke Sugie,"5' 6""",167.6,160 lbs.,71.55387673956263,Orthodox
Sulangrangbo,"5' 9""",175.3,135 lbs.,66.0,Southpaw
Gabriel Checco,"6' 1""",185.4,185 lbs.,71.55387673956263,Switch
Yosdenis Cedeno,"5' 8""",172.7,155 lbs.,69.0,Orthodox
Murtazali Magomedov,"5' 9""",175.3,145 lbs.,70.0,Orthodox
Lolohea Mahe,,,,71.55387673956263,
Maheshate,"6' 0""",182.9,155 lbs.,71.0,Orthodox
Caio Magalhaes,"6' 1""",185.4,185 lbs.,73.0,Orthodox
AJ Fletcher,"5' 10""",177.8,170 lbs.,67.0,Switch
Claudionor Fontinelle,"5' 5""",165.1,185 lbs.,71.55387673956263,Orthodox
Cain Carrizosa,"5' 8""",172.7,155 lbs.,71.55387673956263,Orthodox
Rinya Nakamura,"5' 7""",170.2,135 lbs.,68.0,Southpaw
David Velasquez,"5' 5""",165.1,145 lbs.,71.55387673956263,Orthodox
Dan Charles,"6' 2""",188.0,228 lbs.,71.55387673956263,
Ernest Chavez,"5' 8""",172.7,145 lbs.,70.0,Orthodox
Louie Sutherland,"6' 3""",190.5,264 lbs.,76.0,Orthodox
Rodolfo Rubio Perez,"5' 5""",165.1,145 lbs.,71.55387673956263,Orthodox
Montserrat Conejo Ruiz,"5' 0""",152.4,115 lbs.,61.0,Southpaw
Zach Reese,"6' 4""",193.0,185 lbs.,77.0,Switch
Nick Catone,"6' 0""",182.9,185 lbs.,72.0,Southpaw
Travis Lutter,"5' 11""",180.3,185 lbs.,75.0,Orthodox
Adam Fugitt,"6' 1""",185.4,170 lbs.,77.0,Southpaw
Jacqueline Cavalcanti,"5' 8""",172.7,135 lbs.,70.0,Orthodox
Federico Lopez,"5' 4""",162.6,139 lbs.,71.55387673956263,Orthodox
Matthew Lopez,"5' 7""",170.2,135 lbs.,69.0,Southpaw
Brandon Cash,"6' 5""",195.6,255 lbs.,71.55387673956263,Orthodox
Kevin Syler,"5' 9""",175.3,155 lbs.,71.0,Switch
Leo Sylvest,"5' 11""",180.3,205 lbs.,71.55387673956263,Orthodox
Jack Cartwright,"5' 9""",175.3,135 lbs.,68.0,Orthodox
Bruno Carvalho,"5' 8""",172.7,154 lbs.,71.55387673956263,
Cortney Casey,"5' 7""",170.2,125 lbs.,67.0,Orthodox
Benito Lopez,"5' 10""",177.8,135 lbs.,73.0,Switch
Caolan Loughran,"5' 6""",167.6,135 lbs.,68.0,Orthodox
Loma Lookboonmee,"5' 1""",154.9,115 lbs.,61.0,Orthodox
Ange Loosa,"5' 10""",177.8,170 lbs.,74.0,Orthodox
Yuri Villefort,"6' 0""",182.9,170 lbs.,73.0,Orthodox
Don Carlo-Clauss,,,170 lbs.,71.55387673956263,
Tiki Ghosn,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Fernie Garcia,"5' 7""",170.2,135 lbs.,67.0,Orthodox
Guido Cannetti,"5' 6""",167.6,135 lbs.,68.0,Southpaw
Enrique Marin,"5' 10""",177.8,170 lbs.,71.55387673956263,
Jair Farias,"6' 1""",185.4,145 lbs.,76.0,Orthodox
Feng Xiaocan,"5' 7""",170.2,115 lbs.,67.0,Southpaw
Josh Ferguson,"5' 5""",165.1,125 lbs.,71.55387673956263,Orthodox
Sebastian Szalay,"5' 6""",167.6,145 lbs.,66.0,Orthodox
Brad Morris,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Sean Gauci,"5' 5""",165.1,125 lbs.,64.0,Switch
Ateba Gautier,"6' 4""",193.0,185 lbs.,81.0,Switch
Journey Newson,"5' 5""",165.1,135 lbs.,67.0,Orthodox
Steven Nguyen,"5' 11""",180.3,145 lbs.,73.0,Switch
Bo Cantrell,"6' 2""",188.0,235 lbs.,71.55387673956263,Orthodox
Mychal Clark,"6' 3""",190.5,224 lbs.,71.55387673956263,Orthodox
Dominic Clark,"5' 10""",177.8,155 lbs.,71.55387673956263,
Andy Enz,"6' 3""",190.5,185 lbs.,78.0,Orthodox
Eliot Marshall,"6' 2""",188.0,205 lbs.,77.0,Orthodox
Eli Tamez,"5' 7""",170.2,135 lbs.,71.55387673956263,
Mike Rhodes,"6' 1""",185.4,170 lbs.,74.0,Orthodox
Will Ribeiro,"5' 8""",172.7,135 lbs.,71.55387673956263,Orthodox
Allan Goes,"6' 0""",182.9,205 lbs.,71.55387673956263,Orthodox
Sergio Gomez,"5' 6""",167.6,155 lbs.,71.55387673956263,Orthodox
Frank Gomez,"5' 10""",177.8,135 lbs.,67.0,Orthodox
Damian Stasiak,"5' 5""",165.1,135 lbs.,70.0,Orthodox
Mitch Raposo,"5' 5""",165.1,125 lbs.,64.0,Switch
Darrion Caldwell,"5' 10""",177.8,135 lbs.,71.55387673956263,
Matheus Camilo,"5' 10""",177.8,155 lbs.,69.0,Orthodox
Tre'ston Vines,"6' 1""",185.4,185 lbs.,79.0,Orthodox
Tom Nolan,"6' 3""",190.5,155 lbs.,73.0,Southpaw
Davi Ramos,"5' 6""",167.6,155 lbs.,70.0,Orthodox
Jason Butcher,"6' 3""",190.5,185 lbs.,71.55387673956263,
Charles Byrd,"5' 10""",177.8,185 lbs.,73.0,Orthodox
Justin Levens,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Andreas Stahl,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Josiane Nunes,"5' 2""",157.5,135 lbs.,67.0,Southpaw
Hector Ramirez,"6' 0""",182.9,205 lbs.,71.55387673956263,Orthodox
Kimo Leopoldo,"6' 3""",190.5,235 lbs.,71.55387673956263,Orthodox
Julia Budd,"5' 7""",170.2,145 lbs.,67.0,
Hannah Cifers,"5' 1""",154.9,115 lbs.,62.0,Orthodox
Cameron Else,"5' 9""",175.3,135 lbs.,71.0,Switch
Issei Tamura,"5' 5""",165.1,135 lbs.,63.0,Orthodox
Genaro Valdez,"5' 9""",175.3,155 lbs.,72.0,Orthodox
Patrick Walsh,"5' 11""",180.3,185 lbs.,71.55387673956263,
Mayra Bueno Silva,"5' 6""",167.6,135 lbs.,66.0,Orthodox
Roman Salazar,"5' 7""",170.2,135 lbs.,71.55387673956263,Orthodox
Bobby Southworth,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Bruno Souza,"5' 10""",177.8,145 lbs.,70.0,Orthodox
Casey O'Neill,"5' 6""",167.6,125 lbs.,69.0,Orthodox
Julien Leblanc,,,185 lbs.,71.55387673956263,
Jean-Paul Lebosnoyani,"5' 11""",180.3,170 lbs.,72.0,Switch
Tom Lawlor,"6' 0""",182.9,205 lbs.,74.0,Southpaw
Chris Brown,,,170 lbs.,71.55387673956263,
Ramon Taveras,"5' 8""",172.7,145 lbs.,70.0,Southpaw
Taylor Moore,"5' 10""",177.8,135 lbs.,70.0,Southpaw
Ricardo Morais,"6' 8""",203.2,270 lbs.,71.55387673956263,Orthodox
Justin Lawrence,"5' 8""",172.7,145 lbs.,67.0,Orthodox
Brad Gumm,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Sandra Lavado,"5' 7""",170.2,115 lbs.,66.0,Orthodox
Malcolm Wellmaker,"5' 10""",177.8,135 lbs.,71.0,Switch
Bolaji Oki,"5' 10""",177.8,155 lbs.,73.0,Orthodox
Sheldon Westcott,"6' 1""",185.4,170 lbs.,71.0,Southpaw
Kevin Borjas,"5' 5""",165.1,125 lbs.,68.0,Orthodox
Bobby Sanchez,"5' 7""",170.2,155 lbs.,71.55387673956263,Orthodox
Justin Smitley,,,145 lbs.,71.55387673956263,
Roman Bogatov,"5' 8""",172.7,155 lbs.,73.0,Orthodox
Mike Bourke,"6' 0""",182.9,275 lbs.,71.55387673956263,Orthodox
Brian Bowles,"5' 7""",170.2,135 lbs.,70.0,Orthodox
Chad Cook,"6' 2""",188.0,205 lbs.,71.55387673956263,
Felipe Colares,"5' 8""",172.7,145 lbs.,69.0,Orthodox
Chandler Cole,"5' 10""",177.8,264 lbs.,72.0,Orthodox
Nick Urso,"5' 6""",167.6,125 lbs.,66.0,Southpaw
Darren Uyenoyama,"5' 6""",167.6,125 lbs.,65.0,Orthodox
Mana Martinez,"5' 10""",177.8,135 lbs.,70.0,Orthodox
Evan Elder,"5' 10""",177.8,155 lbs.,72.0,Switch
Billy Elekana,"6' 3""",190.5,205 lbs.,77.0,Southpaw
Luis Gurule,"5' 5""",165.1,125 lbs.,64.0,Orthodox
Lina Lansberg,"5' 7""",170.2,135 lbs.,65.0,Orthodox
Veronica Hardy,"5' 4""",162.6,125 lbs.,64.0,Southpaw
Andrey Pulyaev,"6' 4""",193.0,185 lbs.,78.0,Southpaw
Angad Bisht,"5' 7""",170.2,125 lbs.,67.0,Orthodox
Adam Wieczorek,"6' 5""",195.6,250 lbs.,81.0,Orthodox
Tom Blackledge,,,205 lbs.,71.55387673956263,Orthodox
Leslie Smith,"5' 9""",175.3,135 lbs.,66.0,Orthodox
Richie Vaculik,"5' 6""",167.6,125 lbs.,69.0,Orthodox
Roque Conceicao,"5' 4""",162.6,125 lbs.,67.0,Orthodox
Alex Ricci,"5' 11""",180.3,155 lbs.,71.55387673956263,Orthodox
Brad Riddell,"5' 7""",170.2,155 lbs.,71.0,Orthodox
Jason Riley,"6' 6""",198.1,245 lbs.,71.55387673956263,
Khadzhi Bestaev,"6' 6""",198.1,185 lbs.,76.0,
Jon Kunneman,,,185 lbs.,71.55387673956263,
Tsuyoshi Kurihara,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Zach Skinner,"5' 6""",167.6,145 lbs.,71.55387673956263,Orthodox
Len Bentley,"5' 9""",175.3,155 lbs.,71.55387673956263,
Junya Kudo,,,135 lbs.,71.55387673956263,Orthodox
Jose Santibanez,,,155 lbs.,71.55387673956263,
Marilia Santos,"5' 4""",162.6,125 lbs.,71.55387673956263,Orthodox
Luis Henrique,"6' 2""",188.0,243 lbs.,74.0,Orthodox
Carlos Hernandez,"5' 8""",172.7,125 lbs.,67.0,Orthodox
Larissa Pacheco,"5' 7""",170.2,135 lbs.,71.55387673956263,Orthodox
George Pacurariu,"5' 7""",170.2,135 lbs.,71.55387673956263,
Paul Rodriguez,"5' 7""",170.2,155 lbs.,71.55387673956263,Orthodox
Joe Duarte,,,155 lbs.,71.55387673956263,
Oleksandr Doskalchuk,"5' 6""",167.6,125 lbs.,71.55387673956263,Southpaw
Sedriques Dumas,"6' 2""",188.0,185 lbs.,79.0,Orthodox
Kaloyan Kolev,"6' 2""",188.0,205 lbs.,73.0,Orthodox
Marcus Hicks,"5' 6""",167.6,155 lbs.,64.0,Southpaw
Fredson Paixao,"5' 6""",167.6,145 lbs.,66.0,Orthodox
Ricky Palacios,"5' 6""",167.6,145 lbs.,71.55387673956263,Orthodox
Karl Williams,"6' 3""",190.5,235 lbs.,79.0,Orthodox
Ryan Benoit,"5' 5""",165.1,125 lbs.,68.0,Orthodox
Raphael Uchegbu,"5' 9""",175.3,135 lbs.,73.0,Orthodox
Allen Crowder,"6' 3""",190.5,245 lbs.,76.0,Orthodox
Timmy Cuamba,"5' 9""",175.3,135 lbs.,71.0,Orthodox
Marcus McGhee,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Charles McCarthy,"5' 10""",177.8,185 lbs.,71.0,Orthodox
Eric McConico,"6' 0""",182.9,185 lbs.,77.0,Southpaw
Treston Thomison,"5' 8""",172.7,145 lbs.,71.55387673956263,
Jeff Cox,"5' 10""",177.8,155 lbs.,71.55387673956263,Orthodox
Luana Santos,"5' 6""",167.6,135 lbs.,67.0,Orthodox
Daniel Sarafian,"5' 9""",175.3,185 lbs.,73.0,Orthodox
Danny Silva,"5' 11""",180.3,145 lbs.,70.0,Switch
Ricardo Prasel,"6' 7""",200.7,238 lbs.,78.0,Orthodox
Philip Preece,"5' 8""",172.7,205 lbs.,71.55387673956263,Orthodox
Chris Beal,"5' 7""",170.2,125 lbs.,69.0,Orthodox
Sam Hoger,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Barb Honchak,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Mick Parkin,"6' 4""",193.0,265 lbs.,79.0,Orthodox
Miguel Baeza,"6' 2""",188.0,170 lbs.,74.0,Orthodox
HyunSung Park,"5' 7""",170.2,125 lbs.,66.0,Orthodox
Bahatebole Batebolati,"5' 8""",172.7,170 lbs.,71.0,Southpaw
Jay Silva,"6' 2""",188.0,185 lbs.,71.55387673956263,Southpaw
MinWoo Kim,"5' 8""",172.7,135 lbs.,72.0,Orthodox
SangWon Kim,"5' 9""",175.3,145 lbs.,69.0,Orthodox
Jeff Hougland,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Patrick Cummins,"6' 2""",188.0,205 lbs.,76.0,Orthodox
Ozzy Diaz,"6' 4""",193.0,185 lbs.,79.0,Orthodox
Kiefer Crosbie,"5' 11""",180.3,170 lbs.,70.0,Switch
Billy Pasulatan,"5' 5""",165.1,125 lbs.,66.0,Switch
Rich Attonito,"5' 10""",177.8,170 lbs.,72.0,Orthodox
Mansher Khera,"5' 10""",177.8,155 lbs.,68.0,Orthodox
Carlos Huachin,"5' 4""",162.6,135 lbs.,67.0,Southpaw
Javy Ayala,"6' 1""",185.4,265 lbs.,71.55387673956263,
Garrett Armfield,"5' 6""",167.6,135 lbs.,70.0,Orthodox
Christien Savoie,"5' 11""",180.3,170 lbs.,72.0,Orthodox
Jeff Hughes,"6' 2""",188.0,250 lbs.,77.0,Orthodox
Dylan Potter,"6' 2""",188.0,225 lbs.,77.0,Switch
Carlton Minus,"5' 10""",177.8,170 lbs.,75.0,Orthodox
Mike Rio,"5' 10""",177.8,155 lbs.,70.0,Orthodox
Diego Rivas,"5' 8""",172.7,145 lbs.,69.0,Orthodox
Irwin Rivera,"5' 6""",167.6,135 lbs.,67.0,Southpaw
Rei Tsuruya,"5' 6""",167.6,125 lbs.,68.0,Orthodox
Jon Tuck,"5' 11""",180.3,155 lbs.,73.0,Orthodox
Blair Tugman,"6' 0""",182.9,135 lbs.,71.55387673956263,
Nyamjargal Tumendemberel,"5' 7""",170.2,125 lbs.,71.0,Orthodox
Colin Robinson,"6' 4""",193.0,243 lbs.,71.55387673956263,Orthodox
Lone'er Kavanagh,"5' 6""",167.6,125 lbs.,67.0,Orthodox
Masuto Kawana,"5' 6""",167.6,145 lbs.,69.0,Orthodox
Issa Isakov,"5' 9""",175.3,155 lbs.,70.0,Orthodox
Antonina Shevchenko,"5' 8""",172.7,125 lbs.,67.0,Southpaw
Tyson Pedro,"6' 3""",190.5,205 lbs.,79.0,Orthodox
Erik Apple,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Jose Delgado,"5' 11""",180.3,145 lbs.,74.0,Switch
Denis Tiuliulin,"6' 1""",185.4,185 lbs.,77.0,Orthodox
Yadier del Valle,"5' 9""",175.3,145 lbs.,69.0,Southpaw
Mateus Mendonca,"5' 6""",167.6,125 lbs.,71.0,Orthodox
Salim Touahri,"5' 10""",177.8,170 lbs.,72.0,Orthodox
Bojan Mihajlovic,"5' 11""",180.3,205 lbs.,73.0,Orthodox
Leonardo Damiani,"5' 10""",177.8,170 lbs.,69.0,Orthodox
Alex Andrade,"5' 11""",180.3,200 lbs.,71.55387673956263,Orthodox
Shinsho Anzai,"5' 7""",170.2,170 lbs.,70.0,Orthodox
Yoislandy Izquierdo,"5' 11""",180.3,155 lbs.,71.55387673956263,Southpaw
Alex Karalexis,"5' 8""",172.7,155 lbs.,66.0,Orthodox
Brendan Schaub,"6' 4""",193.0,245 lbs.,78.0,Orthodox
Teruto Ishihara,"5' 7""",170.2,135 lbs.,69.0,Southpaw
Jaqueline Amorim,"5' 3""",160.0,115 lbs.,68.0,Orthodox
Samy Schiavo,"5' 8""",172.7,155 lbs.,71.55387673956263,Orthodox
Adam Schindler,"5' 8""",172.7,155 lbs.,71.55387673956263,
Saidyokub Kakhramonov,"5' 8""",172.7,135 lbs.,69.0,Orthodox
Kevin Jousset,"6' 2""",188.0,170 lbs.,75.0,Orthodox
Frankie Perez,"5' 11""",180.3,155 lbs.,73.0,Orthodox
Jordan Johnson,"6' 2""",188.0,205 lbs.,79.0,Orthodox
Ryan Janes,"6' 3""",190.5,185 lbs.,76.0,Orthodox
Ricky Johnson,"5' 8""",172.7,145 lbs.,71.55387673956263,Orthodox
Carl Seumanutafa,"6' 1""",185.4,255 lbs.,71.55387673956263,Orthodox
Artenus Young,,,205 lbs.,71.55387673956263,
